SlNo,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,start_time,end_time,label
40,36.036873,0.13460836,34.577747,35.48372,37.23347,2.6557236,291.5059,111.22925,21.63204,16.181738,0.2656958,0.93167114,0.01628414,0.1891188,0.4732293,0.45694515,4.163424,2.1561952,3.4546669,1.9512267,0.11857731,1.0670929,18.849102,1.1262987,13.560862,1.000207,-3.5290353,-4.758553,-10.31985,-1.7324013,0.024355115,2.2540066,1.0297606,0.75557154,8.281212,0.575719,8.463502,1.292878,35.039825,0.33183613,734.1726,0.27198178,1408.0135,0.17914054,-102.162674,-0.9099145,1814.2133,0.15486307,1185.7317,0.3010748,-104.0185,-0.7935138,2919.52,0.094234176,1000.2194,0.32903457,-107.4574,-0.7312566,-19.180153,-0.7088407,31.325186,0.4272681,0.080559574,0.20751882,-0.022121266,-0.82013357,0.18795884,0.66528803,30.260029,0.534403,13.55884,1.1195722,-4.9137816,-3.910465,-20.212433,-0.6788228,-8.100022,16.761005,0.03848257,0.013578938,0.034878258,3.3628318,3.3928573,0.1536842,0.19396718,0.141875,0.16028173,-29.055994,294.6,300.266667,disengaged
41,36.497356,0.07005339,35.65484,36.961872,38.034946,2.3801079,120.174225,134.95734,22.601091,13.432086,0.17759699,1.3107489,0.0051252837,0.069085434,0.357584,0.35245872,4.5446873,3.0384328,3.655994,1.6359165,0.09059633,1.4004399,14.467092,1.3318396,10.5269575,1.0758493,0.6792504,20.2768,-5.346778,-2.8950193,0.0290464,2.650178,1.3788495,0.85575,9.131319,0.39105675,8.270741,1.6173567,36.51653,0.26365986,727.6086,0.2647934,1391.1642,0.16430785,-137.13422,-0.6286223,1836.467,0.1463691,1153.2427,0.24650143,-137.4946,-0.5775636,2960.5583,0.089436755,1067.6178,0.27852502,-140.70132,-0.53184146,-22.18816,-0.4946242,35.388622,0.2828784,0.07616817,0.24209712,-0.021839214,-0.618547,0.20096356,0.650264,32.067818,0.31598592,13.999441,0.9934653,-2.1871996,-8.568017,-18.05876,-0.7129073,-7.3584914,17.030935,0.032785434,0.02555635,0.021899378,2.519685,2.0667727,0.1723077,0.09807013,0.29153845,0.7310671,-29.982056,300.3,306.666667,engaged
42,39.086136,0.15847798,35.66175,36.644047,37.710426,2.0486755,54.553345,0,-22.057573,0,0.4553253,0.56166106,0.23572364,0.34154415,0.70685375,0.4711301,4.3888555,0.42976284,1.7824112,1.4634726,0.192302,0.6383917,26.52927,0.52712506,8.602208,1.8017931,-2.8432453,-6.213504,-13.16414,-1.2171671,0.015198482,0.5769002,0.9906266,0.6221086,9.478484,0.29499137,3.5364738,3.2024765,29.225645,0.60535854,739.8923,0.220981,1386.9254,0.1088831,-53.069958,-1.3502647,1790.6215,0.12772092,1032.5764,0.125223,-56.6152,-1.0015253,2940.588,0.0778934,940.7683,0.28439268,-65.322815,-0.79751563,-20.136784,-0.68553996,33.502625,0.2954736,0.07014189,0.22589716,-0.019498672,-0.6419921,0.22176184,0.59235156,30.793509,0.44160497,10.029219,1.5650086,-4.1145396,-4.1456904,-13.52532,-1.1969471,-5.041754,15.854533,0.09043989,-0.010883314,0.201578,3.846154,4.5454545,0.175,0.125,0.04,0,-28.097206,306.7,307.233333,disengaged
43,37.512913,0.04011125,36.58412,36.941654,39.02217,2.4380493,48.861626,31.15973,-24.00028,22.279352,0.39698908,0.55637074,0.16207549,0.3865162,0.636386,0.4743105,4.466958,1.5245204,2.8843403,1.7404946,0.19123775,0.65056664,33.775475,0.23414272,16.784485,0.91714483,-13.47155,-1.0629295,-18.087002,-1.0271646,0.015033368,0.78153855,0.9122572,0.5968086,10.954145,0.20601155,8.592471,2.0308611,37.565052,0.24898657,675.4981,0.25900623,1424.614,0.12270727,-20.123255,-1.198997,1761.659,0.15204673,1298.0118,0.32645315,-35.911335,-0.59009326,2973.7183,0.07356334,1151.6295,0.3696091,-47.058994,-0.31546515,-22.458982,-0.39845288,39.667316,0.1309343,0.074479006,0.20561168,-0.020918878,-0.68312943,0.2000021,0.64949983,33.71973,0.24447154,15.60624,1.0050695,-16.155571,-0.75747716,-19.178343,-1.0002768,-27.323402,37.990704,0.08395691,-0.013083903,0.040023707,5.555556,1.5151516,0.65,0,0,0,-26.244205,307.266667,308,engaged
44,36.09491,0.1253819,34.43614,35.208908,36.49735,2.0612106,975.54926,1028.6788,33.01056,124.642685,0.22521482,1.0367787,0.0056930864,0.1385173,0.40731663,0.40162355,4.772856,2.3754325,3.3553758,2.208861,0.10935388,1.1797514,17.628798,1.2406415,9.2164345,1.3085673,-2.746804,-5.1194725,-5.4458213,-2.639697,0.025677344,2.7399347,1.374534,0.87873626,7.778973,0.565689,9.227514,1.2203567,37.57452,0.3190651,744.2003,0.30463254,1392.1577,0.18105587,-125.29008,-0.7253352,1821.2603,0.1518071,1211.8763,0.24095267,-124.4717,-0.6638455,2955.443,0.099650934,1045.6721,0.23320079,-127.96563,-0.61061937,-19.243608,-0.67808783,32.19032,0.40240473,0.0816488,0.21383055,-0.017790485,-0.94769466,0.19816226,0.64398587,32.101665,0.4697104,11.6873865,1.1804916,-5.792776,-3.1518211,-15.335888,-0.85502875,-6.0215273,15.017635,0.04911291,0.020376319,0.037250854,2.9357798,2.96846,0.13875,0.09655795,0.19066668,0.2740673,-30.577742,308.033333,313.5,disengaged
45,35.639545,0.0315641,35.108913,35.54029,36.422882,1.3139687,71.642845,60.254303,9.85081,3.4375129,0.14808133,1.449416,0.004353437,0.006543951,0.315881,0.31152758,4.537737,1.8917412,3.085086,1.6257522,0.056062747,1.6409087,9.351689,2.317783,8.884859,1.2354527,-1.9779966,-7.2801766,-4.884297,-2.725442,0.01224353,1.4561908,0.8151332,0.8148545,9.60974,0.3356269,5.2843447,2.1795557,36.058983,0.3553311,681.8128,0.30897754,1436.9685,0.1555505,-155.0361,-0.5138115,1752.8956,0.17199548,1151.4617,0.246334,-153.46236,-0.4950757,2952.092,0.10642688,1049.5812,0.25180155,-156.47221,-0.45331204,-17.86577,-0.6286077,33.616688,0.34792835,0.07960286,0.1715212,-0.016115353,-0.9112831,0.1589212,0.6197731,35.22709,0.3172254,12.010829,1.3541969,-9.910316,-1.8524497,-16.006977,-0.7458512,-4.3481464,13.41672,0.03470512,0.029552037,0.018254507,1.5414258,1.1673152,0.225,0.17007351,0.6116667,1.1132896,-33.058697,313.533333,318.733333,engaged
46,33.32889,0.12939462,32.72924,33.827934,36.424458,3.6952171,-91.621765,0,13.519239,0,0.12605377,1.1159492,0.0091561545,0.08100951,0.2441647,0.23500855,2.1435916,1.777901,2.580735,1.9790828,0.05063851,1.2053576,12.172472,2.1736014,16.98484,0.72741604,-5.9536986,-2.0768976,5.4967704,2.766625,0.022208603,1.1167301,1.6193084,0.7088623,7.8778467,0.46453846,4.2178535,2.8405201,41.997395,0.37596634,755.97565,0.295095,1392.3949,0.10887225,-136.99486,-0.63278115,1807.6932,0.1397452,1284.95,0.2100414,-139.62125,-0.5783157,2858.6042,0.08956197,1116.9183,0.19963406,-144.33466,-0.51453215,-19.207222,-0.61641496,37.168816,0.30860052,0.0742991,0.1586771,-0.016961401,-0.8678338,0.12247133,0.44024032,35.69635,0.32818907,11.190769,1.3856174,-12.950502,-0.778295,-8.757484,-1.5259713,-8.8596115,17.228745,0.036637355,0.021021364,0.018286867,2.1052632,2.2222223,0.14999999,0.04,0.28,0.17,-36.804497,318.766667,319.733333,disengaged
47,37.12378,0.07324224,35.720062,37.943855,38.91488,3.1948166,95.88362,81.42802,14.619946,10.155507,0.29743397,0.8186524,0.0088744555,0.27626827,0.56306577,0.5541913,4.7820973,2.6181278,3.3662891,2.6125524,0.12513214,1.0288706,21.103489,0.94384027,10.209141,1.3716899,-4.4703484,-2.9813278,-9.423345,-1.5367436,0.017871546,2.49794,0.9236917,0.84039295,10.618452,0.33367014,14.317006,0.92676985,37.52891,0.24919647,710.8195,0.2718824,1416.7168,0.15038922,-90.14868,-0.99256516,1804.401,0.14458577,1192.1276,0.19130163,-93.67946,-0.85139453,2930.706,0.08963579,1087.0386,0.27169064,-98.41429,-0.7701713,-22.980988,-0.49293593,35.56105,0.2881551,0.07801103,0.21935591,-0.020725364,-0.8282763,0.1821009,0.6652546,33.672836,0.2015918,11.588886,1.3180856,-4.3152866,-3.46449,-16.544952,-0.78995746,-2.1209667,11.978229,0.04825452,0.028483823,0.032225206,3.726708,1.5772872,0.394,0.19231224,0.2725,0.30053076,-25.984701,319.766667,323,engaged
48,36.053814,0.07363604,35.285095,36.010757,37.731064,2.4459686,393.6029,649.0403,48.966076,62.51096,0.31694952,0.63739157,0.12824291,0.31132644,0.47923732,0.3509944,3.5850444,1.5046732,2.1279066,1.1215312,0.12455746,0.746443,28.15853,0.6779002,17.560991,0.7081417,-2.1415243,-6.937703,-14.774335,-1.2782607,0.026743643,1.9140613,1.0752653,0.96451694,9.992026,0.38371313,8.478565,1.2867491,38.486168,0.22496483,716.5331,0.26657137,1403.5232,0.13717648,-68.936844,-1.214076,1828.5248,0.15151812,1221.4679,0.25031063,-79.06099,-0.91278934,2973.8108,0.08863723,1059.794,0.32588425,-83.3386,-0.82544917,-23.528078,-0.44534403,36.764153,0.23841691,0.08315225,0.1626344,-0.02515055,-0.53153795,0.15335104,0.56548893,36.702133,0.24522105,17.152447,0.7588895,-2.576756,-5.962696,-22.321917,-0.6571031,-10.6537285,18.146223,0.03984054,0.014816847,0.045503903,3.4567904,2.0050125,0.355,0.20868637,0.14285713,0.19491495,-28.576105,323.033333,327.1,disengaged
49,37.743664,0.039257426,36.535873,37.30569,39.509693,2.9738197,81.29689,85.700386,17.968245,8.243771,0.15568745,0.9933686,0.006615355,0.11305968,0.290079,0.28346366,2.6522737,0.92952186,2.4233391,1.0924181,0.07994517,1.1975452,10.709609,1.9203966,18.027313,0.49441367,3.3220956,2.505353,-7.1742954,-2.2064743,0.021925028,0.97024703,1.3373274,0.7747545,9.345228,0.3364545,17.315271,0.4079369,31.928917,0.3268243,781.67004,0.10687323,1275.031,0.11391306,-143.60828,-0.54474336,2019.3214,0.036236938,867.8351,0.21779089,-147.08841,-0.49198553,3046.5679,0.06456523,841.35706,0.394743,-146.83209,-0.49610445,-24.754229,-0.19790642,29.799658,0.24787734,0.084150955,0.17184347,-0.031762194,-0.37090942,0.16857405,0.52700025,29.628426,0.25498646,19.026588,0.3882859,10.775328,0.63033897,-23.23834,-0.4456756,-7.161657,14.414564,0.042398896,0.017604392,0.027438585,2.7522936,2.9411764,0.103333324,0.0047140447,0.21666665,0.19396448,-33.01497,327.133333,328.233333,engaged
50,37.375072,0.12575395,35.12391,37.4825,38.352562,3.228653,1106.1821,1106.5543,96.04194,122.49105,0.28590873,0.8557311,0.017894203,0.25545993,0.5178127,0.49991852,5.834437,2.8235304,3.5927832,2.4642556,0.13767989,1.1586561,19.2504,1.1424685,10.457944,1.196908,-7.353514,-2.0475504,-12.293285,-1.2957056,0.021965068,1.4462471,1.1931173,1.0000724,8.997651,0.4726931,9.355203,1.1943047,34.008785,0.33835843,732.6156,0.2300406,1375.731,0.15869032,-99.55494,-0.92753625,1842.2263,0.12908857,1182.1033,0.27736452,-103.26694,-0.79371834,2939.9211,0.08334595,1048.4272,0.2627301,-106.87481,-0.7295248,-19.337921,-0.6639257,31.945053,0.3982304,0.077992976,0.22023356,-0.02470067,-0.64558375,0.21079127,0.78683454,30.747122,0.46108234,12.413029,1.0777055,-7.7579136,-2.2321262,-22.480278,-0.5043292,-4.793521,14.462722,0.04482822,0.019266019,0.042191915,3.13253,2.9268293,0.185,0.22035955,0.1811111,0.19318639,-28.168785,328.266667,332.433333,disengaged
51,36.535667,0.10160698,34.72685,36.85922,38.235035,3.5081863,340.66165,329.91797,42.751377,53.11663,0.16113591,1.3033737,0.0043471195,0.037300516,0.32648608,0.32213897,4.647713,2.8490255,3.1064134,1.7580955,0.06764563,1.5642258,9.717232,2.0975754,8.454886,1.444394,-1.2095611,-10.904873,-7.35551,-2.0769866,0.019398123,2.2620032,1.058899,0.9357333,9.707255,0.43666893,8.628359,1.3348336,35.19493,0.47335917,752.07605,0.23132281,1373.8782,0.1758201,-141.01497,-0.6080284,1871.0684,0.120106034,1190.0244,0.28015068,-142.8775,-0.5490714,2972.8804,0.072129756,1045.4633,0.26220134,-144.859,-0.5209477,-21.462252,-0.53540826,33.5743,0.32377666,0.07721579,0.23772438,-0.02391814,-0.69232446,0.16716833,0.6935993,31.472502,0.35932988,13.53091,1.0398184,-3.5298095,-5.266344,-23.194996,-0.5510703,-2.2300963,11.160952,0.03886803,0.030407317,0.015757093,2.074236,1.532567,0.21321428,0.18813092,0.4185714,1.037885,-31.503174,332.466667,350.8,engaged
52,36.081364,0.093167864,34.435463,35.735306,36.77771,2.342247,377.73538,216.25188,28.686726,44.534805,0.270101,0.918872,0.052598476,0.20027773,0.45921355,0.40661508,4.5984955,2.8451502,2.65965,1.4139138,0.11963745,1.074669,19.203611,1.2122195,14.95582,0.687319,0.48332167,30.589811,-8.882812,-1.6451695,0.02034295,1.0443476,1.1737657,0.86816,8.740234,0.41848508,8.5452385,1.4399971,37.08188,0.26499853,737.95844,0.23691726,1330.729,0.13794523,-96.356125,-0.9529816,1907.7697,0.113074,1078.2194,0.24926378,-104.05216,-0.7734805,3009.3528,0.07641698,1081.9757,0.23010021,-107.293816,-0.7237737,-22.704111,-0.44026694,33.02089,0.3171944,0.083181076,0.19673789,-0.022888357,-0.641691,0.19048151,0.67841846,31.7719,0.42451638,15.578123,0.70359236,-0.9049221,-17.703648,-16.590784,-0.77986383,-6.580313,14.723656,0.047173083,0.01637151,0.026927788,2.8571427,2.9288704,0.18428572,0.16859564,0.13714285,0.13801803,-28.69279,350.833333,353.3,disengaged
53,35.21674,0.028540568,34.144455,35.355316,36.188408,2.043953,8.834047,1.8557062,28.188498,0,0.16167477,1.2256852,0.0053267814,0.082157865,0.2978446,0.2925178,3.1243954,0.37977102,0.53080416,2.724047,0.07420631,1.4813564,18.096241,1.0491354,8.153441,1.3040768,1.6987674,9.026143,-6.0084424,-2.0314243,0.018978788,0.9780904,1.0283769,0.53980786,9.601785,0.30039293,13.290685,0.79398686,36.18914,0.28165972,882.78925,0.2156446,1372.035,0.15860875,-142.93211,-0.5840062,1924.7954,0.09446407,1306.2477,0.38401148,-145.80319,-0.5308662,3016.0166,0.07792209,1028.0632,0.3904607,-147.40053,-0.50675863,-20.930069,-0.50587,33.799335,0.36574957,0.07039342,0.24404381,-0.010760162,-1.650577,0.16291857,0.8002798,33.91405,0.20298447,11.2630205,1.3457905,3.2679553,6.748239,-11.1521435,-1.2063824,-7.652291,17.681204,0.050663628,0.019803854,0.028306305,2.4590163,1.724138,0.17999999,0.049999997,0.38,0.34,-32.343475,353.333333,354.566667,engaged
54,36.02949,0.097895786,34.861057,36.039127,37.857166,2.996109,402.1271,533.1332,77.350006,85.61484,0.29688945,0.7460647,0.060128838,0.28850776,0.49285907,0.43273023,4.5259404,3.3311558,3.4876573,1.9574705,0.12207432,0.88527924,28.358873,0.5735375,15.029325,0.7894351,0.45556152,32.765488,-13.904999,-1.2861514,0.016965983,1.8181534,1.0063732,0.9925052,10.128167,0.3642864,9.524085,1.141938,37.710663,0.2848882,745.3625,0.24014083,1390.9958,0.19128779,-71.57851,-1.1637768,1859.992,0.13404118,1204.3057,0.2504602,-82.57406,-0.8719836,2966.069,0.08234393,998.8035,0.24455808,-85.98061,-0.8093395,-22.957174,-0.4487036,35.655434,0.28377828,0.0770414,0.2418475,-0.02330448,-0.69836444,0.1512537,0.6737699,34.709347,0.3082829,15.917178,0.77071804,-1.5536703,-10.350568,-19.992216,-0.7952814,-12.337154,21.512308,0.043080132,0.014361335,0.048779663,3.9141417,2.5510206,0.269,0.306723,0.125,0.13856407,-28.276138,354.6,362.533333,disengaged
55,36.174698,0.06404454,35.4803,36.786125,37.146084,1.6657829,106.40658,57.57415,22.84344,22.681297,0.22716112,0.98534256,0.0062718466,0.14736308,0.43308902,0.42681718,5.7325263,2.910742,3.465939,1.492705,0.116780154,1.0890176,24.781908,0.6796393,15.687336,0.74166846,1.4654471,10.607387,-9.831795,-1.5259311,0.026053092,1.4541904,1.3776484,0.78565514,9.317226,0.3327837,9.297594,1.5426681,36.69035,0.29242703,641.24677,0.3184161,1465.697,0.14358786,-103.228485,-0.86073107,1718.1449,0.16258919,1258.4419,0.28701374,-103.39689,-0.7573087,2843.116,0.08709804,1054.2478,0.20858584,-107.47358,-0.6930819,-24.166101,-0.332476,36.765636,0.20595531,0.0765287,0.24858579,-0.021539532,-0.6386208,0.17344108,0.74016327,33.716854,0.21137406,16.528307,0.76783687,-1.6130806,-11.540307,-16.947943,-0.82392424,-13.359871,22.944672,0.04273225,0.014773647,0.045627296,3.448276,3.524229,0.155,0.08674676,0.12,0.18500964,-29.953962,362.566667,364.9,engaged
56,35.965958,0.122126475,34.776012,37.00252,38.1537,3.3776894,155.42973,174.45457,35.44545,19.884266,0.18130963,1.2093548,0.005620835,0.09395938,0.33863863,0.3330178,4.4675984,2.5304823,2.8632343,1.6778456,0.093920566,1.3323493,14.864081,1.4396667,12.564255,0.9596193,0.22142068,57.51298,-6.51462,-1.9618436,0.023329979,1.081681,1.17687,0.8011211,9.498246,0.41310388,8.523529,2.227095,33.93011,0.51712584,750.10126,0.2098368,1441.5203,0.15807022,-123.27439,-0.71215415,1861.4897,0.11813892,1234.708,0.21794021,-126.41331,-0.6268109,2980.416,0.06784595,1081.5463,0.22871853,-129.17058,-0.58895826,-23.995348,-0.43652913,37.856583,0.25866422,0.072586514,0.24698551,-0.01987705,-0.668617,0.19050467,0.6684064,34.12698,0.27994284,15.37919,0.8417338,0.3306947,51.56021,-16.38112,-0.6525464,-4.187563,13.192066,0.03835882,0.02908713,0.018372623,1.9417477,1.9736842,0.21833333,0.10350791,0.32,0.52596575,-29.158676,364.933333,368.033333,disengaged
57,36.958946,0.12887435,34.197567,37.12992,38.946728,4.749161,88.32804,35.17775,34.555614,23.675423,0.083427444,2.030998,0.0037779824,0.0051154443,0.1216422,0.11786422,3.7782447,2.8502924,1.4236656,1.7611169,0.04039275,2.3849506,4.7259235,3.5458472,9.037351,0.9617169,1.2200868,7.116189,-1.1300888,-9.191316,0.020595517,1.4365382,1.305217,0.8759044,9.81521,0.40930253,14.820538,0.7225883,41.64895,0.22140199,736.9933,0.28096214,1383.5411,0.14677732,-174.00671,-0.3743925,1854.7014,0.1307928,1245.8444,0.28620633,-174.58182,-0.3421364,2989.047,0.07733972,1073.307,0.23077823,-175.79169,-0.32342738,-24.659428,-0.4365574,37.852264,0.24926297,0.0718599,0.33986676,-0.024558315,-0.78771865,0.19986968,0.63573617,34.240402,0.35258764,17.778458,0.671185,-1.8851138,-8.862652,-16.29334,-0.9499866,-4.083586,13.925154,0.027614806,0.03784026,0.006513127,1.150748,0.69767445,0.21666665,0.18917951,1.4339999,2.1562986,-32.01773,368.066667,376.766667,engaged
58,36.49477,0.07005183,34.888527,36.406094,38.3853,3.4967728,87.03196,90.54451,82.263824,187.03487,0.28741425,0.90510046,0.011429864,0.24733098,0.5184061,0.50697625,5.469455,2.8986413,2.9964118,1.9159299,0.13017169,1.0758418,20.253181,1.0046943,9.028952,1.4181619,-7.40346,-2.0935097,-9.235234,-1.6529387,0.021716787,1.9566954,0.95571196,0.7371206,9.651833,0.40124625,6.4752545,1.7287021,34.659084,0.31766644,742.77203,0.2598886,1385.3047,0.16530418,-101.43284,-0.91317993,1816.0889,0.14743511,1203.0411,0.23584822,-105.30676,-0.793718,2951.9204,0.08605988,1034.4218,0.31093144,-110.31259,-0.71342194,-18.981525,-0.64693797,35.342754,0.27129057,0.07206177,0.2344098,-0.019587664,-0.8693368,0.20768774,0.63078696,33.443176,0.2842742,11.214902,1.2969824,-9.866425,-1.7940239,-18.432104,-0.66107535,-4.418691,14.468378,0.04632904,0.022764185,0.029386401,3.1137726,1.8159806,0.29666665,0.19451363,0.234,0.30357426,-27.11354,376.8,385.166667,disengaged
59,38.815792,0.07424461,36.912666,38.722183,40.807487,3.8948212,83.301125,116.92935,121.59598,343.07938,0.10777141,1.5797849,0.004103612,0.0071204337,0.21637759,0.21227397,3.855939,3.1609876,2.6340125,2.3214812,0.045153894,2.320419,5.1506257,3.8677347,8.273626,1.1101263,0.027270652,383.2953,-11.834754,-1.5689988,0.019382609,1.1810528,1.0919907,1.0698919,10.733231,0.34779122,10.968192,1.1500666,34.249138,0.3213852,758.7084,0.22773431,1309.4309,0.16680858,-155.09222,-0.50415504,1894.2013,0.13015877,1120.0822,0.25200602,-156.06325,-0.45492932,2955.5676,0.0718936,928.4965,0.329627,-156.5208,-0.44792503,-22.52109,-0.41766825,33.54129,0.30083796,0.07588443,0.2634262,-0.030461036,-0.61500585,0.13062826,1.0971817,30.033924,0.35167488,14.299571,0.79508054,-3.69324,-3.8605318,-34.06357,-0.490032,-0.49575928,8.899167,0.038807284,0.031502947,0.012319443,1.4161718,1.2826385,0.20535715,0.15199816,0.5961538,0.9618414,-33.876755,385.2,407.1,engaged
60,35.69154,0.10518905,34.153294,35.84217,38.29829,4.1449966,336.8739,498.27808,63.09428,80.02592,0.3384758,0.7579599,0.08322375,0.3181257,0.56127244,0.47804868,5.1143427,2.3664386,3.6446607,1.9195536,0.14479113,0.8805597,25.337639,0.6514454,9.903168,1.4291768,-4.605947,-3.3943374,-13.400974,-1.2615157,0.027233846,1.9344499,1.1255815,0.7411009,8.612072,0.4266191,4.4478645,2.5371356,33.593307,0.33891043,751.6637,0.23007502,1347.2866,0.16340545,-73.35336,-1.194067,1862.654,0.13762845,1100.9615,0.2782561,-81.574165,-0.95367557,2964.0425,0.092940584,1032.36,0.3156859,-86.39744,-0.85993433,-19.331305,-0.5412681,31.927242,0.2795088,0.06866755,0.2744573,-0.02493906,-0.6945306,0.19513655,0.59728295,32.796623,0.2882248,9.709228,1.5103357,-6.14713,-2.628889,-19.735468,-0.74642324,-9.025902,17.909859,0.041861195,0.010686328,0.036896437,3.1840796,2,0.33349997,0.2561108,0.13136363,0.1647945,-28.293747,407.133333,417.2,disengaged
61,37.327347,0.11479376,35.11789,37.000206,39.668858,4.550968,140.37923,268.93643,80.07417,130.38998,0.1885712,1.1435659,0.004855279,0.10225399,0.36620367,0.3613484,4.2627726,2.5821443,3.602735,2.4792922,0.079803884,1.4921157,13.107378,1.6168005,11.241779,1.0549225,-0.9310851,-14.032132,-10.061608,-1.8892893,0.023362588,2.515871,1.0081047,0.93834066,10.13856,0.4137134,10.757635,1.2135646,36.25324,0.30634815,755.80225,0.23133191,1357.9723,0.18635696,-122.59059,-0.73345506,1875.3439,0.1281848,1146.1918,0.26622656,-126.47617,-0.63963425,2991.1245,0.07944758,1016.665,0.30760345,-128.74318,-0.6056956,-22.37857,-0.49234614,34.615253,0.309606,0.07292002,0.2501143,-0.025029412,-0.68191785,0.158307,0.8392266,31.622902,0.36816153,15.278715,0.8703677,-4.2404127,-3.9594483,-24.222612,-0.6816083,-2.7668219,11.309651,0.036015335,0.028483786,0.016659975,2.143446,1.6505055,0.260375,0.218966,0.3364935,0.88138866,-30.670214,417.233333,465.766667,engaged
